Date,Time,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
12/24/17,1:02:12,25.38,25.38,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,365,0.038461538,no motion detected,no motion detected,empty room
12/25/17,10:22:09,25.06,25.13,24.69,NA,10,11,49,34,0.07,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:17:47,25.44,25.44,NA,NA,0,0,0,0,0.06,0.06,0.06,0.07,370,0,no motion detected,no motion detected,empty room
12/22/17,12:31:17,25.75,28.56,25.25,26.06,159,246,214,66,0.55,0.23,1.01,0.48,645,0.4,motion detected,motion detected,3 persons
12/22/17,11:58:37,25.56,26.81,NA,25.94,155,242,75,57,0.37,1.96,0.98,0.11,580,2.015384615,motion detected,motion detected,2 persons
12/23/17,1:04:54,25.31,25.38,24.88,25.75,0,0,0,0,0.06,0.05,0.06,0.06,370,-0.242307692,no motion detected,no motion detected,empty room
12/25/17,9:22:56,NA,25.06,24.56,25.38,7,8,37,24,0.08,0.05,0.06,NA,NA,-0.088461538,no motion detected,no motion detected,empty room
12/25/17,10:26:14,25.13,25.13,24.69,25.63,10,10,47,33,0.08,0.05,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
12/24/17,1:07:18,25.38,25.44,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.06,365,-0.026923077,no motion detected,no motion detected,empty room
12/23/17,0:04:09,25.38,25.44,NA,25.75,0,0,0,0,0.07,0.05,0.06,0.07,380,0,no motion detected,no motion detected,empty room
12/25/17,10:44:37,25.13,25.13,24.81,NA,11,12,51,NA,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:36:58,25.13,25.13,24.75,25.75,10,11,49,NA,0.07,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:48:55,25.44,25.44,24.94,25.75,0,0,0,0,0.07,NA,0.06,0.06,365,-0.126923077,no motion detected,no motion detected,empty room
12/25/17,9:44:22,NA,25.06,24.63,25.44,8,9,41,28,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:44:06,25.13,25.13,24.75,NA,11,12,51,NA,0.08,0.05,0.08,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:08:08,25.25,25.25,24.88,25.38,0,0,0,0,0.07,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/24/17,1:18:32,25.38,25.38,24.88,25.75,0,0,0,0,0.07,NA,NA,0.05,365,0,no motion detected,no motion detected,empty room
12/22/17,12:17:30,25.69,27.75,25.13,26,155,239,79,59,0.72,0.66,0.24,0.21,635,2.030769231,motion detected,motion detected,2 persons
12/23/17,0:46:01,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.06,NA,0.06,375,0,no motion detected,no motion detected,empty room
12/24/17,0:04:30,25.44,25.44,24.94,25.56,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.046153846,no motion detected,no motion detected,empty room
12/22/17,12:34:21,25.81,28.69,25.31,26.13,159,245,217,65,2.88,0.57,0.93,0.2,660,0.569230769,motion detected,motion detected,2 persons
12/22/17,12:27:43,25.75,28.38,25.19,26.06,155,242,78,60,0.13,0.1,0.06,0.07,645,0.765384615,no motion detected,no motion detected,2 persons
12/24/17,1:14:27,25.38,25.38,24.88,25.75,0,0,0,0,0.07,0.05,NA,0.06,365,-0.038461538,no motion detected,no motion detected,empty room
12/25/17,9:17:49,25.06,NA,24.56,25.31,7,7,36,24,0.08,0.05,0.05,NA,NA,-0.238461538,no motion detected,no motion detected,empty room
12/25/17,9:44:53,NA,25.06,24.63,25.44,8,9,41,28,0.07,0.06,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/22/17,10:51:13,NA,24.75,24.56,25.44,121,34,53,40,0.41,0.1,0.1,0.09,390,0.388461538,no motion detected,no motion detected,1 person
1/11/18,1:25:14,25.19,25.25,24.75,25.25,0,0,0,0,0.06,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
1/10/18,17:07:55,25.94,26.13,25.81,26,148,236,180,24,0.44,0.52,0.17,0.13,785,1.661538462,motion detected,motion detected,3 persons
12/22/17,11:25:56,25.31,NA,24.81,NA,124,37,65,49,0.28,0.08,0.08,0.07,445,0.903846154,motion detected,no motion detected,1 person
12/25/17,9:59:41,25.06,25.06,24.63,25.56,9,10,44,29,0.08,NA,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:21:03,25.38,25.38,NA,25.81,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:36:13,25.25,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/23/17,1:15:38,25.38,25.38,24.94,25.75,0,0,0,0,0.06,0.06,0.05,0.06,370,0,no motion detected,no motion detected,empty room
1/11/18,0:49:29,25.19,25.25,24.81,25.31,0,0,0,0,0.06,NA,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/26/17,1:00:22,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.06,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/23/17,0:05:41,25.44,25.44,NA,25.75,0,0,0,0,0.07,0.05,NA,0.06,380,0,no motion detected,no motion detected,empty room
12/25/17,10:12:27,25.06,25.06,24.69,25.56,9,10,43,29,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:43:49,25.44,25.38,NA,25.75,0,0,0,0,0.06,0.05,0.06,0.06,370,-0.057692308,no motion detected,no motion detected,empty room
12/25/17,10:20:37,25.13,25.13,24.69,NA,10,11,49,33,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:40:15,25.44,25.44,24.94,NA,0,0,0,0,0.07,NA,0.06,0.06,370,-0.046153846,no motion detected,no motion detected,empty room
12/22/17,12:07:48,25.63,27.38,25.06,25.94,157,NA,76,59,0.86,0.06,0.29,0.17,595,1.246153846,no motion detected,no motion detected,2 persons
1/10/18,16:16:21,25.75,26.13,25.69,25.81,6,6,38,24,0.32,1.12,0.08,0.09,515,2.334615385,no motion detected,motion detected,3 persons
12/25/17,10:13:59,25.06,25.06,24.69,NA,10,10,48,33,0.08,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,12:00:09,25.56,26.94,25.06,26,155,243,73,56,0.43,1.03,0.22,0.15,585,1.934615385,motion detected,motion detected,2 persons
1/10/18,16:17:53,25.75,26.06,25.69,25.81,6,6,37,23,0.11,0.12,0.17,0.14,545,2.896153846,no motion detected,no motion detected,3 persons
12/25/17,10:35:26,25.13,25.13,24.75,25.75,10,12,50,NA,0.08,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:42:16,25.5,25.56,24.88,25.81,155,237,71,55,1.87,0.56,0.23,0.14,500,1.996153846,motion detected,motion detected,2 persons
12/22/17,11:57:36,25.56,25.94,NA,25.94,155,239,75,58,0.44,3.44,0.67,0.36,570,2.142307692,motion detected,motion detected,2 persons
1/11/18,1:20:07,25.19,25.25,24.75,25.31,0,0,0,0,0.07,NA,0.06,0.09,345,0,no motion detected,no motion detected,empty room
1/11/18,1:08:53,25.25,25.25,24.75,25.25,0,0,0,0,0.07,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/26/17,0:04:42,25.38,25.38,NA,25.81,0,0,0,0,0.08,0.06,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:08:05,25.44,25.44,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
1/11/18,0:42:20,25.19,25.25,24.81,25.31,0,0,0,0,0.07,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/24/17,0:47:23,25.44,25.38,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.003846154,no motion detected,no motion detected,empty room
12/23/17,0:45:00,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,375,0,no motion detected,no motion detected,empty room
12/24/17,1:14:58,25.38,25.44,24.94,NA,0,0,0,0,0.06,0.05,0.06,0.06,365,-0.042307692,no motion detected,no motion detected,empty room
12/25/17,9:33:08,25.06,25.06,24.56,25.5,7,8,39,26,0.07,0.05,0.05,NA,NA,0,no motion detected,no motion detected,empty room
12/25/17,9:24:27,25.06,25.06,24.56,25.44,7,8,37,24,0.08,NA,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:52:52,25.69,26.44,25.56,25.75,9,8,50,30,0.52,0.95,0.11,0.09,430,1.423076923,motion detected,no motion detected,3 persons
1/11/18,1:06:51,25.19,25.25,24.81,25.25,0,0,0,0,0.07,NA,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/22/17,11:07:03,25.19,24.88,24.69,NA,122,35,59,44,0.08,0.06,0.06,0.06,405,0.892307692,no motion detected,no motion detected,1 person
1/10/18,16:46:28,25.81,26.06,25.75,25.88,4,4,NA,14,0.17,0.08,0.12,0.08,730,2.773076923,motion detected,motion detected,3 persons
12/26/17,1:15:41,25.38,25.38,24.94,25.88,0,0,0,0,0.08,0.06,0.06,0.08,NA,0,no motion detected,no motion detected,empty room
12/25/17,9:57:08,25.06,25.06,24.63,25.5,9,10,45,30,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:58:19,25.38,25.38,24.94,25.75,0,0,0,0,0.08,0.05,NA,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:20:26,25.75,26.06,25.69,25.81,6,6,36,22,0.13,0.08,0.08,0.09,560,3.784615385,no motion detected,no motion detected,3 persons
12/25/17,9:11:42,NA,NA,24.5,25.31,7,7,36,24,0.08,NA,0.06,0.09,NA,-0.111538462,no motion detected,no motion detected,empty room
12/25/17,9:28:33,25.06,25.06,24.56,25.44,7,8,37,24,0.08,0.05,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:27:35,25.81,26.06,25.69,25.81,5,7,NA,21,0.07,0.05,NA,NA,605,3.669230769,no motion detected,motion detected,3 persons
12/26/17,0:23:05,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:12:40,25.44,25.44,24.94,NA,0,0,0,0,0.06,0.05,0.06,0.07,370,0,no motion detected,no motion detected,empty room
1/11/18,0:26:31,25.25,25.25,24.81,25.31,0,0,0,0,0.08,0.05,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/25/17,10:08:53,25.06,25.06,24.69,NA,10,10,45,31,0.08,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:20:01,25.38,25.38,NA,25.81,0,0,0,0,0.08,0.05,0.06,0.11,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:53:00,25.56,25.75,NA,25.81,155,233,74,57,0.32,0.43,0.16,0.11,555,3.034615385,motion detected,motion detected,2 persons
12/25/17,9:36:12,25.06,25.06,24.63,25.44,8,8,40,27,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:24:28,25.25,25.25,24.88,25.38,0,0,0,0,0.08,NA,0.06,0.09,345,0,no motion detected,no motion detected,empty room
1/10/18,15:49:17,25.63,26.31,25.5,NA,9,11,50,30,0.34,0.62,0.52,0.21,385,0.526923077,motion detected,motion detected,3 persons
12/22/17,11:23:23,25.31,NA,24.81,25.63,124,36,60,45,0.49,0.06,NA,0.07,445,0.957692308,no motion detected,no motion detected,1 person
12/26/17,0:20:32,25.38,25.38,24.94,25.88,0,0,0,0,0.08,0.06,NA,0.09,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:25:44,25.06,25.13,24.75,25.63,10,11,47,33,0.08,0.05,NA,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,0:59:48,25.31,25.38,24.88,25.75,0,0,0,0,0.07,0.05,0.06,0.07,370,-0.219230769,no motion detected,no motion detected,empty room
12/24/17,1:02:42,25.38,25.44,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,365,0.003846154,no motion detected,no motion detected,empty room
1/10/18,16:49:32,25.88,26.06,25.75,25.88,3,4,20,13,1.18,0.45,0.13,0.09,720,2.461538462,no motion detected,motion detected,3 persons
12/24/17,0:06:02,25.44,25.44,24.94,25.63,0,0,0,0,0.07,NA,0.06,0.07,370,0,no motion detected,no motion detected,empty room
1/11/18,1:42:35,25.13,25.25,24.75,25.25,0,0,0,0,0.07,NA,0.05,NA,345,0,no motion detected,no motion detected,empty room
12/24/17,0:26:58,25.44,25.44,NA,NA,0,0,0,0,0.06,0.06,NA,0.06,370,0,no motion detected,no motion detected,empty room
1/11/18,0:30:36,25.19,25.25,24.81,25.31,0,0,0,0,0.06,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/26/17,1:33:02,25.38,25.38,24.94,25.75,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/25/17,9:51:00,NA,25.06,24.63,25.5,8,9,41,28,0.08,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:47:27,25.25,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/22/17,11:22:52,25.31,NA,24.81,25.63,NA,35,60,45,0.4,0.06,0.08,0.06,445,0.926923077,no motion detected,no motion detected,1 person
12/24/17,1:01:41,25.38,25.44,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.06,370,0.026923077,no motion detected,no motion detected,empty room
12/23/17,1:27:53,25.31,25.31,24.88,NA,0,0,0,0,0.07,NA,0.06,0.06,370,0,no motion detected,no motion detected,empty room
1/11/18,0:23:27,25.25,25.25,24.88,25.38,0,0,0,0,0.07,0.06,NA,0.09,345,0,no motion detected,no motion detected,empty room
12/25/17,10:02:45,25.06,25.06,24.69,25.56,9,10,45,30,0.08,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,1:34:03,25.31,25.38,24.94,25.75,0,0,0,0,0.08,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:18:11,25.38,25.31,24.88,25.75,0,0,0,0,0.08,0.05,NA,0.05,370,0,no motion detected,no motion detected,empty room
12/26/17,0:34:50,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:26:33,25.75,26.06,25.69,25.88,5,7,NA,22,0.41,0.3,0.33,0.16,595,3.65,no motion detected,no motion detected,3 persons
1/11/18,1:05:19,25.19,25.19,24.81,25.31,0,0,0,0,0.07,NA,0.06,0.08,345,0,no motion detected,no motion detected,empty room
12/23/17,0:58:16,25.38,25.38,24.94,25.81,0,0,0,0,0.06,0.06,0.06,0.06,370,-0.126923077,no motion detected,no motion detected,empty room
1/11/18,1:10:25,25.19,25.25,24.75,25.25,0,0,0,0,0.08,NA,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/25/17,9:32:07,25.06,25.06,24.56,25.38,7,8,38,25,0.07,0.05,NA,0.09,NA,0,no motion detected,no motion detected,empty room
1/11/18,1:19:06,25.19,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/25/17,9:59:11,25.06,25.06,24.63,25.56,9,10,45,30,0.07,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:28:52,25.5,25.75,25.38,25.63,10,11,52,NA,0.39,0.39,0.92,0.27,370,0.969230769,motion detected,motion detected,3 persons
12/23/17,1:00:49,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.219230769,no motion detected,no motion detected,empty room
1/10/18,15:46:13,25.63,26.31,25.5,NA,10,10,53,33,0.64,1.49,0.61,0.25,380,0.457692308,no motion detected,motion detected,3 persons
12/23/17,0:22:01,25.38,25.44,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,375,-0.188461538,no motion detected,no motion detected,empty room
12/25/17,9:33:39,25.06,25.06,24.63,25.44,7,8,39,26,0.07,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:09:36,25.44,25.44,24.94,25.63,0,0,0,0,0.06,0.06,0.06,0.07,370,0,no motion detected,no motion detected,empty room
12/26/17,0:01:08,25.38,25.38,NA,25.81,0,0,0,0,0.07,0.05,0.06,0.08,NA,0,no motion detected,no motion detected,empty room
12/26/17,1:08:32,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,12:14:26,25.63,28,25.13,26,156,241,77,59,1.05,1.01,0.31,0.21,625,1.738461538,no motion detected,motion detected,2 persons
12/26/17,0:32:47,25.38,25.38,NA,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,17:05:52,25.94,26.13,25.75,25.94,149,238,182,24,0.52,0.21,0.15,0.09,780,1.465384615,no motion detected,motion detected,3 persons
1/11/18,0:02:00,25.25,25.31,24.88,25.31,0,0,0,0,0.07,0.05,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/26/17,1:16:11,25.38,25.38,24.94,25.81,0,0,0,0,0.08,NA,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:27:04,25.81,26.06,25.69,25.81,5,7,NA,21,0.17,0.1,NA,0.09,605,3.692307692,no motion detected,no motion detected,3 persons
1/11/18,1:40:02,25.19,25.25,24.75,25.19,0,0,0,0,0.07,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/26/17,1:23:51,25.38,25.38,24.88,25.81,0,0,0,0,0.07,0.05,0.05,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:13:04,25.38,25.38,24.88,25.81,0,0,0,0,0.07,0.05,0.06,0.06,370,-0.038461538,no motion detected,no motion detected,empty room
1/11/18,0:00:59,25.25,25.25,24.88,25.31,0,0,0,0,0.07,0.05,0.06,0.08,345,0,no motion detected,no motion detected,empty room
1/11/18,0:40:48,25.25,25.25,24.88,25.38,0,0,0,0,0.07,NA,0.06,NA,345,0,no motion detected,no motion detected,empty room
12/24/17,1:25:41,25.38,25.38,24.88,25.75,0,0,0,0,0.06,0.05,0.06,0.06,365,0,no motion detected,no motion detected,empty room
12/23/17,1:09:30,25.31,25.38,24.88,25.75,0,0,0,0,0.06,0.05,0.06,0.06,370,-0.034615385,no motion detected,no motion detected,empty room
12/25/17,9:30:35,25.06,25.06,24.56,25.38,7,8,38,25,0.07,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,0:43:58,25.38,25.44,24.94,25.75,0,0,0,0,0.07,0.05,0.06,0.06,375,0,no motion detected,no motion detected,empty room
12/22/17,12:33:20,25.75,28.31,25.31,26,158,NA,222,65,0.7,0.35,0.5,0.47,660,0.534615385,motion detected,motion detected,3 persons
1/11/18,1:04:18,25.19,25.25,24.75,25.25,0,0,0,0,0.07,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
12/25/17,10:39:31,25.13,25.13,24.75,25.75,10,12,49,NA,0.08,NA,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
1/11/18,1:21:08,25.19,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/22/17,11:43:48,25.44,25.56,24.94,25.81,155,235,71,54,2.95,1.27,0.25,0.17,510,2.723076923,motion detected,motion detected,2 persons
12/26/17,0:58:50,25.38,25.38,24.94,25.75,0,0,0,0,0.07,NA,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,11:30:01,25.38,25.44,24.81,25.75,156,239,64,50,0.8,0.29,0.1,0.09,445,0.719230769,no motion detected,motion detected,2 persons
12/26/17,0:54:14,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,17:04:20,25.94,26.13,25.81,25.94,149,238,184,25,0.24,0.27,0.14,0.09,785,1.630769231,motion detected,no motion detected,3 persons
12/25/17,10:50:45,25.19,25.13,24.81,25.75,11,13,53,38,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:40:32,25.13,25.13,24.75,25.75,10,11,49,NA,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/22/17,12:22:37,25.69,28.13,25.13,26,156,NA,81,63,1.53,0.37,0.18,0.08,645,1.019230769,motion detected,no motion detected,2 persons
1/11/18,1:43:06,25.19,25.19,24.75,25.19,0,0,0,0,0.08,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
1/11/18,1:24:43,25.19,25.25,24.81,25.25,0,0,0,0,0.07,NA,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/26/17,1:13:38,25.38,25.38,24.94,25.88,0,0,0,0,0.07,0.06,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:49:57,25.44,25.44,24.94,25.75,0,0,0,0,0.07,0.05,NA,0.06,365,-0.119230769,no motion detected,no motion detected,empty room
12/26/17,0:30:14,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:28:54,25.31,25.31,24.81,NA,0,0,0,0,0.06,NA,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/26/17,0:48:37,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/23/17,0:13:51,25.44,25.44,24.94,25.81,0,0,0,0,0.06,0.05,0.06,0.07,375,-0.126923077,no motion detected,no motion detected,empty room
12/23/17,0:28:39,25.38,25.38,24.94,NA,0,0,0,0,0.06,0.05,0.06,0.07,375,-0.015384615,no motion detected,no motion detected,empty room
12/22/17,11:28:29,25.38,25.44,24.81,NA,150,187,63,49,0.46,0.46,0.21,0.11,450,1.088461538,motion detected,motion detected,2 persons
12/22/17,11:45:51,25.5,25.63,24.94,25.81,155,235,71,55,2.01,0.32,0.11,0.09,515,3.338461538,no motion detected,no motion detected,2 persons
12/25/17,9:18:20,NA,NA,24.56,25.25,7,7,36,24,0.08,0.05,NA,NA,NA,-0.223076923,no motion detected,no motion detected,empty room
12/22/17,11:46:22,25.5,25.63,24.94,25.88,155,235,72,55,0.33,0.38,0.1,0.09,520,3.446153846,no motion detected,motion detected,2 persons
12/25/17,10:17:33,25.06,25.13,24.75,25.75,10,10,46,32,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:07:21,25.06,25.06,24.69,25.63,9,10,44,30,0.07,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/24/17,1:16:30,25.38,25.44,24.94,NA,0,0,0,0,0.07,0.05,0.06,0.07,365,0,no motion detected,no motion detected,empty room
12/25/17,9:25:59,NA,NA,24.63,25.44,7,8,37,24,0.07,NA,0.05,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,16:10:13,25.75,26.19,25.63,25.81,7,6,38,25,0.09,0.29,0.23,0.09,490,2.211538462,motion detected,no motion detected,3 persons
1/10/18,16:43:24,25.81,26.13,25.81,25.88,4,5,31,14,0.21,0.18,0.21,NA,690,3.219230769,motion detected,motion detected,3 persons
1/11/18,0:51:32,25.19,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/26/17,0:08:47,25.38,25.44,NA,25.88,0,0,0,0,0.08,0.06,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/11/18,0:24:59,25.25,25.25,24.88,25.31,0,0,0,0,0.07,NA,0.05,0.09,345,0,no motion detected,no motion detected,empty room
12/24/17,0:33:36,25.38,25.44,24.94,NA,0,0,0,0,0.07,0.05,NA,0.06,370,0,no motion detected,no motion detected,empty room
12/26/17,1:24:52,25.38,25.38,24.94,25.75,0,0,0,0,0.07,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/25/17,10:55:20,25.19,25.13,24.81,25.75,11,13,52,NA,0.08,NA,0.05,0.09,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:50:18,25.63,26.31,25.56,25.75,9,10,49,30,NA,0.78,0.15,0.15,385,0.553846154,motion detected,motion detected,3 persons
1/11/18,0:58:41,25.19,25.25,24.75,25.31,0,0,0,0,0.07,0.05,0.06,0.08,345,0,no motion detected,no motion detected,empty room
1/11/18,1:24:12,25.19,25.25,24.81,25.25,0,0,0,0,0.08,NA,0.05,0.08,345,0,no motion detected,no motion detected,empty room
12/26/17,1:43:46,25.38,25.38,24.88,25.75,0,0,0,0,0.07,NA,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/23/17,1:24:49,25.38,25.31,24.88,25.81,0,0,0,0,0.07,NA,0.06,0.07,370,0,no motion detected,no motion detected,empty room
1/11/18,1:00:43,25.19,25.25,24.81,25.31,0,0,0,0,0.07,0.05,0.06,0.09,345,0,no motion detected,no motion detected,empty room
1/10/18,15:56:26,25.69,26.38,25.56,25.75,9,10,33,30,0.09,0.15,1.16,0.21,415,2.407692308,motion detected,motion detected,3 persons
1/10/18,16:00:31,25.69,26.38,25.56,25.75,9,8,32,29,0.1,0.23,0.14,0.08,445,2.534615385,no motion detected,no motion detected,3 persons
12/23/17,1:13:35,25.31,25.38,24.88,25.75,0,0,0,0,0.08,0.06,0.06,0.06,370,-0.042307692,no motion detected,no motion detected,empty room
12/25/17,9:49:59,NA,25.06,24.69,25.5,9,9,42,29,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:10:07,25.44,25.44,24.94,25.63,0,0,0,0,0.06,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
12/26/17,1:23:20,25.38,25.38,24.94,25.88,0,0,0,0,0.08,0.05,NA,0.11,NA,0,no motion detected,no motion detected,empty room
12/24/17,1:39:28,25.38,25.38,24.88,NA,0,0,0,0,0.08,0.05,0.06,0.07,365,0,no motion detected,no motion detected,empty room
1/10/18,15:29:22,25.5,25.81,25.38,25.63,10,13,56,NA,0.31,0.38,0.83,0.15,370,1.046153846,motion detected,no motion detected,3 persons
12/26/17,0:07:46,25.38,25.38,NA,25.81,0,0,0,0,0.08,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/26/17,1:12:06,25.38,25.38,24.94,25.81,0,0,0,0,0.08,0.05,0.06,NA,NA,0,no motion detected,no motion detected,empty room
1/10/18,15:41:07,25.56,26.25,25.5,NA,10,10,54,34,0.28,0.27,0.06,0.09,375,0.161538462,no motion detected,no motion detected,3 persons
12/25/17,9:40:17,25.06,25.06,24.63,25.31,8,8,40,27,0.07,NA,0.05,NA,NA,0,no motion detected,no motion detected,empty room
12/26/17,0:29:43,25.38,25.38,24.94,25.81,0,0,0,0,0.07,0.05,0.06,0.09,NA,0,no motion detected,no motion detected,empty room
12/24/17,0:17:16,25.44,25.44,NA,NA,0,0,0,0,0.07,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
1/10/18,15:53:53,25.69,26.44,25.56,25.75,9,8,50,30,0.12,0.55,0.13,NA,425,1.953846154,motion detected,motion detected,3 persons
12/23/17,0:39:23,25.38,25.38,24.94,25.63,0,0,0,0,0.07,0.05,0.06,0.06,375,0,no motion detected,no motion detected,empty room
12/24/17,0:32:35,25.44,25.44,24.94,NA,0,0,0,0,0.06,0.05,0.06,0.06,370,0,no motion detected,no motion detected,empty room
